a,pit_stop
9.999980,0.000000
3.056327,0.000000
-1.791881,0.000000
-7.746337,0.000000
-0.137732,0.000000
0.000000,0.000000
-2.182658,0.000000
0.000000,0.000000
-0.102992,0.000000
-0.091668,0.000000
0.000000,0.000000
9.983401,0.000000
-9.999980,0.000000
-0.312929,0.000000
-0.080606,0.000000
-0.369802,0.000000
-0.071565,0.000000
0.000000,0.000000
0.926278,0.000000
0.000000,0.000000
0.592789,0.000000
0.705282,0.000000
0.943633,0.000000
7.401245,0.000000
0.000000,0.000000
5.183024,0.000000
-7.235650,0.000000
-3.230749,0.000000
0.000000,0.000000
4.749003,0.000000
-7.413079,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
-0.130874,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
0.000000,0.000000
-0.327234,0.000000
0.000000,0.000000
1.161796,0.000000
0.000000,0.000000
9.999980,0.000000
-8.446456,0.000000
-1.209208,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
0.910850,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
0.000000,0.000000
3.817812,0.000000
-9.999980,0.000000
0.000000,0.000000
9.999980,0.000000
-3.302328,0.000000
-9.999980,0.000000
0.000000,0.000000
-4.137850,0.000000
-0.512519,0.000000
-0.323044,0.000000
0.000000,0.000000
1.104756,0.000000
1.955522,0.000000
0.012873,0.000000
-3.086106,0.000000
0.000000,0.000000
0.180035,0.000000
0.721186,0.000000
-0.747647,0.000000
0.000000,0.000000
0.083281,0.000000
0.096200,0.000000
9.732397,0.000000
-9.999980,0.000000
-0.102788,0.000000
0.000000,0.000000
9.999980,0.000000
-8.297316,0.000000
0.000000,0.000000
9.999980,0.000000
2.862668,0.000000
-9.999980,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
-6.871937,0.000000
-9.999980,0.000000
-3.543370,0.000000
-1.983703,0.000000
0.000000,0.000000
0.557805,0.000000
5.710198,0.000000
0.000000,0.000000
7.396935,0.000000
-5.478085,0.000000
-9.999980,0.000000
0.000000,0.000000
0.373044,0.000000
0.692272,0.000000
9.999980,0.000000
9.999980,0.000000
-2.783166,0.000000
-9.999980,0.000000
-2.217622,0.000000
0.000000,0.000000
2.319964,0.000000
0.793566,0.000000
1.528098,0.000000
1.516893,0.000000
0.000000,0.000000
5.431801,0.000000
9.999980,0.000000
-3.888460,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
5.993808,0.000000
-9.999980,0.000000
-9.999980,0.000000
-8.197253,0.000000
0.000000,0.000000
-6.364138,0.000000
-4.210901,0.000000
0.000000,0.000000
-2.512820,0.000000
0.000000,0.000000
0.069045,0.000000
-0.540774,0.000000
-0.245449,0.000000
0.000000,0.000000
-1.476087,0.000000
-1.170871,0.000000
0.000000,0.000000
-1.075580,0.000000
0.000000,0.000000
9.999980,0.000000
-9.916855,0.000000
0.000000,0.000000
8.180580,0.000000
-9.999980,0.000000
-0.487397,0.000000
0.000000,0.000000
8.483959,0.000000
-9.999980,0.000000
-0.160909,0.000000
-0.093113,0.000000
0.000000,0.000000
0.997567,0.000000
0.000000,0.000000
5.329976,0.000000
3.638400,0.000000
-9.999980,0.000000
-0.131351,0.000000
0.000000,0.000000
0.007783,0.000000
0.100223,0.000000
-0.172276,0.000000
0.000000,0.000000
0.151181,0.000000
-0.172481,0.000000
0.000000,0.000000
0.254320,0.000000
0.658852,0.000000
0.000000,0.000000
0.099791,0.000000
0.000000,0.000000
6.669022,0.000000
0.000000,0.000000
4.139507,0.000000
1.966822,0.000000
-3.338417,0.000000
0.000000,0.000000
7.231235,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
3.787539,0.000000
9.999980,0.000000
6.632142,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.535684,0.000000
0.000000,0.000000
-3.708106,0.000000
-9.999980,0.000000
0.000000,0.000000
3.848135,0.000000
-4.813763,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
-4.025629,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
0.000000,0.000000
5.633341,0.000000
0.000000,0.000000
-1.295415,0.000000
-9.999980,0.000000
0.000000,0.000000
-0.287131,0.000000
0.000000,0.000000
-2.779643,0.000000
-0.116377,0.000000
