a,pit_stop
9.513270,0.000000
7.076476,0.000000
4.972296,0.000000
9.903699,0.000000
9.639487,0.000000
8.929784,0.000000
7.553274,0.000000
5.431764,0.000000
2.695630,0.000000
-0.351549,0.000000
-3.306826,0.000000
-5.732289,0.000000
-7.183432,0.000000
-3.476410,0.000000
-4.484445,0.000000
-6.085197,0.000000
-7.434983,0.000000
-3.669061,0.000000
-5.338261,0.000000
-7.459214,0.000000
0.000000,0.000000
4.134618,0.000000
-0.354970,0.000000
-4.128539,0.000000
-4.584419,0.000000
0.000000,0.000000
3.590509,0.000000
-3.297257,0.000000
-1.022757,0.000000
0.000000,0.000000
1.919702,0.000000
4.758285,0.000000
-0.102217,0.000000
-5.059417,0.000000
0.000000,0.000000
4.078252,0.000000
-2.371170,0.000000
-7.786484,0.000000
0.000000,0.000000
2.024299,0.000000
1.097754,0.000000
6.850226,0.000000
2.741648,0.000000
-0.009465,0.000000
-1.708690,0.000000
0.000000,0.000000
3.755197,0.000000
-1.063557,0.000000
-5.719893,0.000000
0.000000,0.000000
8.256814,0.000000
5.187044,0.000000
0.553242,0.000000
-4.287079,0.000000
-7.921719,0.000000
-9.630752,0.000000
0.000000,0.000000
9.973378,0.000000
9.816123,0.000000
9.409943,0.000000
8.790620,0.000000
7.971669,0.000000
6.639954,0.000000
4.459520,0.000000
1.560985,0.000000
-1.604685,0.000000
-4.488679,0.000000
-6.636491,0.000000
-7.925139,0.000000
-8.730564,0.000000
-9.367765,0.000000
-9.778431,0.000000
-0.587485,0.000000
-1.356028,0.000000
0.000000,0.000000
9.915937,0.000000
9.564802,0.000000
8.562111,0.000000
6.666188,0.000000
3.999853,0.000000
1.009348,0.000000
-1.798783,0.000000
-4.171107,0.000000
-6.201287,0.000000
-7.912061,0.000000
-9.023253,0.000000
-1.289401,0.000000
-1.910417,0.000000
-0.329382,0.000000
-1.565927,0.000000
-4.970073,0.000000
0.000000,0.000000
9.167542,0.000000
7.294801,0.000000
3.976402,0.000000
0.094130,0.000000
-2.809137,0.000000
0.000000,0.000000
7.787387,0.000000
6.557821,0.000000
5.089287,0.000000
4.161047,0.000000
9.983180,0.000000
9.946630,0.000000
9.838674,0.000000
9.588687,0.000000
9.100987,0.000000
8.278674,0.000000
7.055415,0.000000
5.421161,0.000000
3.431793,0.000000
1.201785,0.000000
-1.115027,0.000000
-3.350664,0.000000
-5.349763,0.000000
-6.994130,0.000000
-8.219918,0.000000
-9.019455,0.000000
-9.417951,0.000000
-0.572504,0.000000
-1.105292,0.000000
-2.098590,0.000000
-3.257863,0.000000
-4.077946,0.000000
0.000000,0.000000
0.972071,0.000000
0.419054,0.000000
-0.723868,0.000000
-2.418550,0.000000
-4.446605,0.000000
-6.452736,0.000000
-8.091793,0.000000
-9.174649,0.000000
-9.729877,0.000000
-9.938278,0.000000
-9.990805,0.000000
0.000000,0.000000
6.111833,0.000000
1.759566,0.000000
-3.720012,0.000000
-7.733002,0.000000
-0.000687,0.000000
-0.102920,0.000000
-5.561795,0.000000
0.000000,0.000000
8.471417,0.000000
4.970937,0.000000
0.865760,0.000000
-2.046365,0.000000
0.000000,0.000000
3.007192,0.000000
-1.361229,0.000000
-5.077635,0.000000
-2.224557,0.000000
-6.013375,0.000000
0.000000,0.000000
0.940483,0.000000
9.124286,0.000000
6.727522,0.000000
3.014500,0.000000
-1.063409,0.000000
-5.093813,0.000000
-8.065726,0.000000
0.000000,0.000000
2.201918,0.000000
-4.166135,0.000000
-0.548683,0.000000
-3.100388,0.000000
0.000000,0.000000
5.780730,0.000000
0.459415,0.000000
-0.640668,0.000000
-2.219830,0.000000
0.000000,0.000000
2.810547,0.000000
9.412260,0.000000
7.835291,0.000000
4.753770,0.000000
0.619968,0.000000
-3.668990,0.000000
