a,pit_stop
9.901287,0.000000
9.875518,0.000000
9.875282,0.000000
9.792106,0.000000
9.791367,0.000000
9.634124,0.000000
9.632154,0.000000
9.376358,0.000000
9.371542,0.000000
8.990050,0.000000
8.979154,0.000000
8.449251,0.000000
8.426374,0.000000
7.737563,0.000000
7.692905,0.000000
6.853317,0.000000
6.772131,0.000000
5.811160,0.000000
5.673510,0.000000
4.639137,0.000000
4.421215,0.000000
3.372173,0.000000
3.049704,0.000000
2.044645,0.000000
1.598303,0.000000
0.685336,0.000000
0.107161,0.000000
-0.683046,0.000000
-1.384044,0.000000
-2.039901,0.000000
-2.835012,0.000000
-3.360750,0.000000
-4.203108,0.000000
-4.612659,0.000000
-5.443037,0.000000
-5.753572,0.000000
-6.508843,0.000000
-6.735952,0.000000
-7.357735,0.000000
-7.513016,0.000000
-7.954282,0.000000
-8.044996,0.000000
-8.273652,0.000000
-8.303520,0.000000
0.000000,0.000000
4.191334,0.000000
3.968683,0.000000
3.793934,0.000000
3.153956,0.000000
2.823549,0.000000
1.845082,0.000000
1.394587,0.000000
0.193253,0.000000
-0.330209,0.000000
-1.621813,0.000000
-2.166049,0.000000
-3.419143,0.000000
-3.933682,0.000000
-5.040060,0.000000
-5.481767,0.000000
-6.362850,0.000000
-6.699161,0.000000
-7.306335,0.000000
-7.515826,0.000000
-7.824198,0.000000
-7.895234,0.000000
0.000000,0.000000
4.769114,0.000000
4.637880,0.000000
4.422439,0.000000
4.040144,0.000000
3.622569,0.000000
3.023063,0.000000
2.432009,0.000000
1.670049,0.000000
0.951833,0.000000
0.099529,0.000000
-0.681846,0.000000
-1.541200,0.000000
-2.308176,0.000000
-3.088583,0.000000
-3.758520,0.000000
-4.380807,0.000000
-4.877251,0.000000
-5.277960,0.000000
-5.542135,0.000000
-5.680400,0.000000
-0.279118,0.000000
-0.282071,0.000000
-0.282599,0.000000
-0.289235,0.000000
-0.289893,0.000000
-0.295215,0.000000
-0.295508,0.000000
0.000000,0.000000
3.209793,0.000000
3.128973,0.000000
3.055307,0.000000
2.838765,0.000000
2.715030,0.000000
2.431989,0.000000
2.297644,0.000000
2.038104,0.000000
1.935737,0.000000
1.781738,0.000000
1.743623,0.000000
8.920227,0.000000
8.840747,0.000000
8.702881,0.000000
8.459591,0.000000
8.183688,0.000000
7.764567,0.000000
7.353116,0.000000
6.745818,0.000000
6.208331,0.000000
5.409286,0.000000
4.766084,0.000000
3.788931,0.000000
3.072370,0.000000
1.952692,0.000000
1.204759,0.000000
-0.000938,0.000000
-0.734303,0.000000
-1.955666,0.000000
-2.631891,0.000000
