a,pit_stop
9.931536,0.000000
4.590944,0.000000
-1.798519,0.000000
-6.500360,0.000000
-3.354452,0.000000
0.000000,0.000000
5.560073,0.000000
-7.168456,0.000000
-0.508775,0.000000
0.000000,0.000000
-0.067773,0.000000
0.000000,0.000000
8.081241,0.000000
-7.968012,0.000000
0.000000,0.000000
7.919521,0.000000
-8.571253,0.000000
0.000000,0.000000
0.055787,0.000000
9.824143,0.000000
0.572874,0.000000
-6.600282,0.000000
-0.204500,0.000000
0.000000,0.000000
8.410007,0.000000
-1.475126,0.000000
-6.814220,0.000000
0.000000,0.000000
5.988859,0.000000
5.727606,0.000000
-5.306805,0.000000
-8.980318,0.000000
0.000000,0.000000
0.986070,0.000000
0.000000,0.000000
9.999980,0.000000
8.549863,0.000000
-2.285067,0.000000
-6.441088,0.000000
-9.217814,0.000000
0.000000,0.000000
6.886079,0.000000
-6.173841,0.000000
-0.233735,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.869244,0.000000
7.343557,0.000000
-1.274587,0.000000
-3.438464,0.000000
-5.106831,0.000000
0.000000,0.000000
7.884266,0.000000
-1.188062,0.000000
-2.855984,0.000000
-0.502014,0.000000
-1.599981,0.000000
-3.815541,0.000000
-6.033326,0.000000
-8.121371,0.000000
-9.610566,0.000000
-4.122853,0.000000
-0.426383,0.000000
0.000000,0.000000
0.314043,0.000000
0.000000,0.000000
-0.178296,0.000000
-0.033382,0.000000
-0.151710,0.000000
0.000000,0.000000
0.189199,0.000000
0.319514,0.000000
6.006350,0.000000
0.060639,0.000000
2.172633,0.000000
-6.929690,0.000000
-0.219544,0.000000
0.000000,0.000000
6.534164,0.000000
-7.401021,0.000000
0.000000,0.000000
-0.848883,0.000000
-0.079999,0.000000
0.000000,0.000000
0.104824,0.000000
9.999980,0.000000
8.953984,0.000000
-2.004144,0.000000
-6.385788,0.000000
-9.297348,0.000000
0.000000,0.000000
7.312646,0.000000
6.110935,0.000000
-5.136590,0.000000
-8.892438,0.000000
-0.726933,0.000000
0.000000,0.000000
0.232764,0.000000
0.088749,0.000000
-0.017722,0.000000
0.000000,0.000000
-0.300909,0.000000
0.000000,0.000000
6.428926,0.000000
-4.915050,0.000000
0.000000,0.000000
-1.476415,0.000000
0.000000,0.000000
0.519994,0.000000
7.927410,0.000000
-7.476040,0.000000
0.000000,0.000000
8.515460,0.000000
-2.903564,0.000000
-3.322327,0.000000
0.000000,0.000000
5.499055,0.000000
0.095929,0.000000
1.606787,0.000000
-6.523124,0.000000
0.000000,0.000000
2.657174,0.000000
-5.481476,0.000000
-0.398727,0.000000
0.000000,0.000000
-0.176576,0.000000
0.000000,0.000000
1.391073,0.000000
2.824235,0.000000
0.000000,0.000000
1.216354,0.000000
-0.262823,0.000000
0.000000,0.000000
3.652726,0.000000
-0.604249,0.000000
0.000000,0.000000
0.188599,0.000000
0.861563,0.000000
8.992766,0.000000
0.333887,0.000000
1.551907,0.000000
0.062867,0.000000
9.999980,0.000000
9.999980,0.000000
9.093779,0.000000
-0.279739,0.000000
-3.835756,0.000000
-6.891035,0.000000
-8.796495,0.000000
-9.783089,0.000000
-7.892902,0.000000
0.000000,0.000000
6.449207,0.000000
-3.923360,0.000000
-7.673305,0.000000
-0.954103,0.000000
-0.394479,0.000000
-0.212155,0.000000
0.000000,0.000000
-0.932099,0.000000
0.000000,0.000000
0.626375,0.000000
5.417830,0.000000
-6.350049,0.000000
-0.898190,0.000000
0.000000,0.000000
0.665691,0.000000
9.792182,0.000000
1.914189,0.000000
-5.867040,0.000000
-9.280236,0.000000
-0.315494,0.000000
-0.065529,0.000000
0.000000,0.000000
0.120318,0.000000
9.911162,0.000000
5.073742,0.000000
-5.822238,0.000000
-9.311798,0.000000
-0.149794,0.000000
0.000000,0.000000
8.396425,0.000000
-8.540555,0.000000
0.000000,0.000000
-0.229402,0.000000
0.000000,0.000000
0.670350,0.000000
-0.409751,0.000000
0.000000,0.000000
0.299437,0.000000
0.097315,0.000000
0.000000,0.000000
9.831808,0.000000
1.562220,0.000000
-3.102697,0.000000
0.000000,0.000000
1.668626,0.000000
2.695426,0.000000
3.098706,0.000000
6.524240,0.000000
-2.129945,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.321718,0.000000
2.046579,0.000000
-3.192393,0.000000
-6.126348,0.000000
-7.882865,0.000000
-1.949677,0.000000
-3.352433,0.000000
-5.248654,0.000000
0.000000,0.000000
3.889366,0.000000
-1.512441,0.000000
0.000000,0.000000
9.955749,0.000000
8.334592,0.000000
-1.429047,0.000000
-4.421936,0.000000
-6.634964,0.000000
-4.915480,0.000000
-6.801182,0.000000
-8.732091,0.000000
-5.059269,0.000000
-1.894826,0.000000
0.000000,0.000000
-0.718249,0.000000
0.000000,0.000000
-2.160846,0.000000
0.000000,0.000000
-1.081258,0.000000
0.000000,0.000000
0.504548,0.000000
1.047735,0.000000
0.000000,0.000000
2.273318,0.000000
9.036360,0.000000
2.611339,0.000000
-2.877637,0.000000
-4.001812,0.000000
-1.878777,0.000000
0.000000,0.000000
5.146326,0.000000
-5.829590,0.000000
0.000000,0.000000
7.537864,0.000000
-3.693240,0.000000
-7.965781,0.000000
0.000000,0.000000
9.751174,0.000000
-0.981103,0.000000
-6.383085,0.000000
0.000000,0.000000
0.457552,0.000000
-2.749500,0.000000
0.000000,0.000000
0.385418,0.000000
1.257301,0.000000
7.330344,0.000000
-4.040816,0.000000
0.000000,0.000000
9.999980,0.000000
9.572320,0.000000
1.502270,0.000000
-3.229291,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.509324,0.000000
4.369686,0.000000
-2.445039,0.000000
-5.287258,0.000000
-7.491802,0.000000
-8.929734,0.000000
-9.763782,0.000000
-9.999980,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.986027,0.000000
8.856705,0.000000
-0.811845,0.000000
-3.553808,0.000000
-5.615607,0.000000
-1.352561,0.000000
-2.758483,0.000000
-5.252080,0.000000
-7.722733,0.000000
-9.237957,0.000000
-9.231351,0.000000
0.000000,0.000000
2.806569,0.000000
-1.979119,0.000000
-6.522275,0.000000
-1.777937,0.000000
0.000000,0.000000
1.216914,0.000000
-1.833029,0.000000
0.000000,0.000000
9.946086,0.000000
6.989843,0.000000
-3.678426,0.000000
-7.551304,0.000000
-0.817708,0.000000
-3.714992,0.000000
0.000000,0.000000
7.068819,0.000000
-6.051195,0.000000
0.000000,0.000000
9.831714,0.000000
2.886356,0.000000
-5.831995,0.000000
-9.272781,0.000000
-0.198149,0.000000
0.000000,0.000000
1.036559,0.000000
0.000000,0.000000
-0.339153,0.000000
0.000000,0.000000
-0.022652,0.000000
0.000000,0.000000
7.003821,0.000000
-7.759364,0.000000
0.000000,0.000000
0.483798,0.000000
1.189001,0.000000
-1.434692,0.000000
-0.354633,0.000000
-0.035388,0.000000
0.000000,0.000000
0.381391,0.000000
-0.013845,0.000000
-0.379144,0.000000
-0.149610,0.000000
0.000000,0.000000
9.919411,0.000000
5.387126,0.000000
-5.641301,0.000000
-9.205562,0.000000
-0.342650,0.000000
0.000000,0.000000
0.279403,0.000000
0.239804,0.000000
3.452506,0.000000
3.485541,0.000000
-0.244779,0.000000
-0.942098,0.000000
-3.846141,0.000000
0.000000,0.000000
0.717464,0.000000
0.000000,0.000000
-2.297329,0.000000
-0.087554,0.000000
0.000000,0.000000
-0.381749,0.000000
-0.039893,0.000000
0.000000,0.000000
0.592340,0.000000
1.550406,0.000000
1.332365,0.000000
0.000000,0.000000
-3.512492,0.000000
-0.136912,0.000000
-0.062017,0.000000
-0.127115,0.000000
0.000000,0.000000
8.118650,0.000000
-5.658601,0.000000
0.000000,0.000000
5.866701,0.000000
1.581702,0.000000
7.852156,0.000000
-2.896708,0.000000
-6.848598,0.000000
-0.867521,0.000000
0.000000,0.000000
-0.532669,0.000000
0.000000,0.000000
1.058130,0.000000
0.500869,0.000000
-2.288292,0.000000
0.000000,0.000000
-0.369197,0.000000
0.000000,0.000000
6.708831,0.000000
-4.751933,0.000000
0.000000,0.000000
2.078312,0.000000
3.087380,0.000000
6.949414,0.000000
-3.389022,0.000000
-7.084376,0.000000
0.000000,0.000000
9.740473,0.000000
2.420719,0.000000
-5.225633,0.000000
-8.633511,0.000000
0.000000,0.000000
-0.846749,0.000000
0.000000,0.000000
2.192618,0.000000
0.039463,0.000000
5.263107,0.000000
-2.753255,0.000000
0.000000,0.000000
2.831516,0.000000
7.744664,0.000000
0.338774,0.000000
6.459767,0.000000
0.368289,0.000000
6.532588,0.000000
-1.175842,0.000000
-2.361137,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.304222,0.000000
4.008860,0.000000
0.468284,0.000000
8.591628,0.000000
9.999980,0.000000
9.999980,0.000000
9.981289,0.000000
9.320199,0.000000
5.293296,0.000000
-1.376817,0.000000
-3.569128,0.000000
-5.565726,0.000000
-7.197283,0.000000
-8.406737,0.000000
-9.193206,0.000000
-9.724954,0.000000
-9.999980,0.000000
0.000000,0.000000
4.416353,0.000000
-1.160364,0.000000
-2.381108,0.000000
0.000000,0.000000
6.725002,0.000000
0.780808,0.000000
-2.811911,0.000000
-5.466283,0.000000
-7.466905,0.000000
-8.588653,0.000000
-6.753355,0.000000
-7.493959,0.000000
-8.196279,0.000000
-9.123735,0.000000
0.000000,0.000000
9.967493,0.000000
8.560077,0.000000
-0.341957,0.000000
-1.368218,0.000000
-2.840665,0.000000
-4.692612,0.000000
0.000000,0.000000
6.989072,0.000000
-0.781378,0.000000
0.000000,0.000000
3.466819,0.000000
-3.398681,0.000000
-6.117354,0.000000
0.000000,0.000000
2.426690,0.000000
3.016598,0.000000
2.408405,0.000000
-2.769156,0.000000
-5.193558,0.000000
0.000000,0.000000
3.877962,0.000000
-2.808440,0.000000
-5.523092,0.000000
0.000000,0.000000
9.517058,0.000000
1.511573,0.000000
-2.819629,0.000000
0.000000,0.000000
9.347318,0.000000
1.552742,0.000000
5.346670,0.000000
2.583916,0.000000
-3.122768,0.000000
-6.107343,0.000000
-7.919023,0.000000
-0.090799,0.000000
-0.997930,0.000000
-2.972843,0.000000
0.000000,0.000000
9.303792,0.000000
-0.259521,0.000000
-2.585508,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.955775,0.000000
9.035788,0.000000
3.912349,0.000000
-1.201334,0.000000
-3.049568,0.000000
-4.854847,0.000000
-6.502204,0.000000
-7.877183,0.000000
-8.873980,0.000000
-9.440455,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
0.000000,0.000000
9.999980,0.000000
9.575931,0.000000
4.154116,0.000000
-2.817018,0.000000
-5.862964,0.000000
-8.083981,0.000000
-9.318861,0.000000
-9.999980,0.000000
-9.999980,0.000000
0.000000,0.000000
-1.985005,0.000000
0.000000,0.000000
0.620134,0.000000
0.000000,0.000000
9.999980,0.000000
9.929673,0.000000
7.682499,0.000000
-2.285929,0.000000
-5.457281,0.000000
-7.379619,0.000000
-8.976409,0.000000
-3.916426,0.000000
-0.014518,0.000000
0.000000,0.000000
-0.162945,0.000000
0.000000,0.000000
0.134103,0.000000
1.656788,0.000000
2.231055,0.000000
8.911919,0.000000
-2.399376,0.000000
-7.148576,0.000000
0.000000,0.000000
0.774551,0.000000
1.532664,0.000000
4.798546,0.000000
-3.231555,0.000000
-2.524737,0.000000
0.000000,0.000000
1.455956,0.000000
8.109917,0.000000
9.999980,0.000000
9.196836,0.000000
-1.037919,0.000000
-4.733725,0.000000
-7.857860,0.000000
-9.510904,0.000000
0.000000,0.000000
2.475387,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.987643,0.000000
9.149235,0.000000
1.880827,0.000000
-2.769438,0.000000
-5.371901,0.000000
-6.940623,0.000000
-0.838594,0.000000
-1.731173,0.000000
-3.288524,0.000000
-4.685175,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.921430,0.000000
8.500592,0.000000
-0.540664,0.000000
-2.886538,0.000000
-5.320042,0.000000
-7.295326,0.000000
-8.649457,0.000000
-9.363232,0.000000
-9.999980,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.962555,0.000000
8.949199,0.000000
1.998760,0.000000
-2.412693,0.000000
-4.936697,0.000000
-6.983072,0.000000
-8.425627,0.000000
-9.259379,0.000000
-9.932166,0.000000
-3.570626,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.349388,0.000000
3.910668,0.000000
-2.274032,0.000000
-4.944752,0.000000
-7.093474,0.000000
-8.592985,0.000000
-9.406372,0.000000
-9.999980,0.000000
-3.337727,0.000000
-4.489527,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.409566,0.000000
3.928652,0.000000
-2.409046,0.000000
-5.162799,0.000000
-7.280878,0.000000
-8.508066,0.000000
-5.888946,0.000000
-7.106312,0.000000
-8.472024,0.000000
-3.162663,0.000000
-6.041329,0.000000
-8.884877,0.000000
0.000000,0.000000
0.365331,0.000000
-0.023756,0.000000
-1.705199,0.000000
0.000000,0.000000
0.371577,0.000000
0.000000,0.000000
-0.071427,0.000000
0.000000,0.000000
0.558570,0.000000
1.524520,0.000000
9.999980,0.000000
8.817211,0.000000
-0.616537,0.000000
-0.151404,0.000000
-1.383896,0.000000
-4.884834,0.000000
-3.866275,0.000000
0.000000,0.000000
5.885901,0.000000
-3.993355,0.000000
-0.392462,0.000000
-1.720293,0.000000
0.000000,0.000000
2.295882,0.000000
-5.828641,0.000000
-1.301787,0.000000
-2.826564,0.000000
0.000000,0.000000
-0.210460,0.000000
-1.989294,0.000000
0.000000,0.000000
-0.912346,0.000000
0.000000,0.000000
0.951090,0.000000
0.768265,0.000000
0.000000,0.000000
-1.095294,0.000000
-0.131463,0.000000
0.000000,0.000000
9.999980,0.000000
9.760051,0.000000
3.269230,0.000000
-4.989734,0.000000
-8.415633,0.000000
-9.969119,0.000000
-0.240007,0.000000
0.000000,0.000000
8.412110,0.000000
-8.119129,0.000000
0.000000,0.000000
-0.563059,0.000000
0.000000,0.000000
0.013292,0.000000
0.245458,0.000000
0.000000,0.000000
0.535430,0.000000
7.003031,0.000000
-5.074199,0.000000
-0.260992,0.000000
0.000000,0.000000
0.374021,0.000000
0.000000,0.000000
0.009812,0.000000
0.000000,0.000000
0.351574,0.000000
0.000000,0.000000
0.992457,0.000000
-0.571836,0.000000
0.000000,0.000000
0.321227,0.000000
0.662707,0.000000
6.427361,0.000000
-6.090086,0.000000
0.000000,0.000000
0.645624,0.000000
0.649708,0.000000
0.000000,0.000000
0.190135,0.000000
1.809641,0.000000
0.000000,0.000000
0.970413,0.000000
0.000000,0.000000
7.132649,0.000000
-2.917434,0.000000
0.000000,0.000000
2.154592,0.000000
3.052303,0.000000
4.999865,0.000000
7.725732,0.000000
9.751829,0.000000
5.955287,0.000000
-2.376540,0.000000
-5.307609,0.000000
-7.220984,0.000000
-6.896713,0.000000
-1.767550,0.000000
-3.585621,0.000000
-6.393523,0.000000
0.000000,0.000000
2.126677,0.000000
-5.356933,0.000000
0.000000,0.000000
3.883224,0.000000
-5.615460,0.000000
0.000000,0.000000
0.252784,0.000000
-2.621915,0.000000
-4.950556,0.000000
-0.574907,0.000000
-0.001531,0.000000
0.000000,0.000000
0.215213,0.000000
0.000000,0.000000
0.403597,0.000000
9.785481,0.000000
-1.359315,0.000000
-6.998633,0.000000
0.000000,0.000000
0.415277,0.000000
9.761139,0.000000
0.544877,0.000000
0.000000,0.000000
4.960349,0.000000
0.074687,0.000000
-1.364407,0.000000
-5.386867,0.000000
-0.953640,0.000000
0.000000,0.000000
1.208192,0.000000
9.744754,0.000000
3.189487,0.000000
-4.906127,0.000000
-8.347968,0.000000
-9.921168,0.000000
0.000000,0.000000
6.660048,0.000000
-7.734087,0.000000
0.000000,0.000000
9.926836,0.000000
5.876029,0.000000
-4.975079,0.000000
-8.682867,0.000000
0.000000,0.000000
1.491907,0.000000
0.510687,0.000000
7.007200,0.000000
1.682546,0.000000
-0.618168,0.000000
-2.666255,0.000000
-7.407930,0.000000
-0.826310,0.000000
-0.626164,0.000000
0.000000,0.000000
-0.789284,0.000000
0.000000,0.000000
8.109034,0.000000
-7.928127,0.000000
0.000000,0.000000
9.549944,0.000000
-1.810716,0.000000
-7.498398,0.000000
0.000000,0.000000
2.142799,0.000000
-0.089095,0.000000
0.000000,0.000000
1.026077,0.000000
0.000000,0.000000
9.870872,0.000000
4.634503,0.000000
-4.693124,0.000000
0.000000,0.000000
7.080512,0.000000
-3.185660,0.000000
-6.795984,0.000000
-2.385563,0.000000
-2.387661,0.000000
-1.452813,0.000000
-0.874952,0.000000
0.000000,0.000000
4.243717,0.000000
-7.329660,0.000000
-0.247012,0.000000
0.000000,0.000000
9.799436,0.000000
-0.592679,0.000000
-6.836147,0.000000
-1.650767,0.000000
-0.555255,0.000000
0.000000,0.000000
0.467124,0.000000
0.000000,0.000000
1.357249,0.000000
7.501989,0.000000
-4.807685,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.141918,0.000000
-1.083403,0.000000
-4.700323,0.000000
-7.471025,0.000000
0.000000,0.000000
9.839603,0.000000
7.048547,0.000000
0.517727,0.000000
1.784898,0.000000
0.140199,0.000000
8.269286,0.000000
-0.799984,0.000000
-2.348823,0.000000
0.000000,0.000000
9.009996,0.000000
0.317736,0.000000
-1.353425,0.000000
0.000000,0.000000
9.340867,0.000000
4.273756,0.000000
-0.320842,0.000000
0.000000,0.000000
9.999980,0.000000
9.541407,0.000000
6.672442,0.000000
1.177032,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.904667,0.000000
8.917834,0.000000
4.313160,0.000000
-1.281537,0.000000
-3.211980,0.000000
-5.028357,0.000000
-6.568112,0.000000
-7.793957,0.000000
-8.691151,0.000000
-9.276821,0.000000
-9.729110,0.000000
-3.683874,0.000000
-4.349218,0.000000
-5.510535,0.000000
-6.863939,0.000000
-8.098151,0.000000
-9.013541,0.000000
-9.596663,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-0.501488,0.000000
-2.161321,0.000000
-5.973234,0.000000
-2.623384,0.000000
0.000000,0.000000
6.130691,0.000000
-5.157983,0.000000
0.000000,0.000000
9.653752,0.000000
-0.784267,0.000000
-3.921621,0.000000
-6.139465,0.000000
0.000000,0.000000
2.128930,0.000000
-6.854342,0.000000
0.000000,0.000000
0.692409,0.000000
0.000000,0.000000
1.864676,0.000000
8.435813,0.000000
-2.877198,0.000000
-7.588074,0.000000
-0.454739,0.000000
0.000000,0.000000
-0.038452,0.000000
-0.833836,0.000000
0.000000,0.000000
-0.094688,0.000000
0.000000,0.000000
0.405938,0.000000
-0.059998,0.000000
0.000000,0.000000
0.703464,0.000000
3.101164,0.000000
0.032211,0.000000
6.104800,0.000000
-6.091200,0.000000
0.000000,0.000000
3.671754,0.000000
5.180132,0.000000
9.724826,0.000000
3.388670,0.000000
-4.497863,0.000000
-7.982211,0.000000
-9.686246,0.000000
-1.812060,0.000000
0.000000,0.000000
4.347352,0.000000
-7.569673,0.000000
0.000000,0.000000
1.119742,0.000000
-0.538385,0.000000
-0.581771,0.000000
0.000000,0.000000
0.254471,0.000000
7.812942,0.000000
-7.249403,0.000000
0.000000,0.000000
2.283025,0.000000
0.000000,0.000000
0.092613,0.000000
-1.670143,0.000000
0.000000,0.000000
1.246327,0.000000
0.000000,0.000000
-2.677298,0.000000
-0.092447,0.000000
-0.161133,0.000000
-0.027844,0.000000
0.000000,0.000000
0.036863,0.000000
0.014743,0.000000
9.581330,0.000000
-1.791783,0.000000
-7.566952,0.000000
0.000000,0.000000
0.772667,0.000000
0.000000,0.000000
3.377746,0.000000
3.887543,0.000000
-6.999390,0.000000
0.000000,0.000000
-0.042747,0.000000
0.000000,0.000000
6.846540,0.000000
-7.572698,0.000000
0.000000,0.000000
0.075461,0.000000
0.168417,0.000000
0.317881,0.000000
1.777273,0.000000
0.000000,0.000000
2.871676,0.000000
9.912656,0.000000
6.588066,0.000000
-3.432567,0.000000
-7.249360,0.000000
-9.496836,0.000000
0.000000,0.000000
-1.203690,0.000000
0.000000,0.000000
5.947606,0.000000
-1.864798,0.000000
-3.505710,0.000000
0.000000,0.000000
9.040204,0.000000
-2.511906,0.000000
-7.864972,0.000000
0.000000,0.000000
8.283315,0.000000
-8.329467,0.000000
0.000000,0.000000
0.348825,0.000000
0.287475,0.000000
9.790141,0.000000
-0.929426,0.000000
-6.853902,0.000000
0.000000,0.000000
0.000000,0.000000
