a,pit_stop
9.951764,0.000000
2.372047,0.000000
-2.380961,0.000000
-6.424761,0.000000
-0.137732,0.000000
0.000000,0.000000
-2.182658,0.000000
0.000000,0.000000
-0.102992,0.000000
-0.091668,0.000000
0.000000,0.000000
8.173302,0.000000
-8.189881,0.000000
-0.312929,0.000000
-0.080606,0.000000
-0.369802,0.000000
-0.071565,0.000000
0.000000,0.000000
0.926278,0.000000
0.000000,0.000000
0.592789,0.000000
0.705282,0.000000
0.943633,0.000000
7.325814,0.000000
0.075431,0.000000
2.873803,0.000000
-4.926429,0.000000
-3.230749,0.000000
0.000000,0.000000
3.142727,0.000000
-5.806803,0.000000
0.000000,0.000000
9.999980,0.000000
9.966670,0.000000
8.133256,0.000000
-2.667574,0.000000
-6.563043,0.000000
-9.000183,0.000000
-9.999980,0.000000
0.000000,0.000000
-0.327234,0.000000
0.000000,0.000000
1.161796,0.000000
0.000000,0.000000
7.640305,0.000000
-6.086782,0.000000
-1.209208,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.940373,0.000000
7.729648,0.000000
-2.524553,0.000000
-6.002420,0.000000
-8.518741,0.000000
-9.713438,0.000000
0.000000,0.000000
0.341722,0.000000
-6.523891,0.000000
0.000000,0.000000
8.249933,0.000000
-3.517653,0.000000
-8.034608,0.000000
-0.229185,0.000000
-3.908665,0.000000
-0.512519,0.000000
-0.323044,0.000000
0.000000,0.000000
1.104756,0.000000
1.955522,0.000000
0.012873,0.000000
-3.086106,0.000000
0.000000,0.000000
0.180035,0.000000
0.721186,0.000000
-0.747647,0.000000
0.000000,0.000000
0.083281,0.000000
0.096200,0.000000
8.504033,0.000000
-8.771616,0.000000
-0.102788,0.000000
0.000000,0.000000
8.797695,0.000000
-7.095032,0.000000
0.000000,0.000000
9.888841,0.000000
0.096352,0.000000
-7.122525,0.000000
0.000000,0.000000
9.954708,0.000000
6.492651,0.000000
-4.841619,0.000000
-8.477696,0.000000
-3.543370,0.000000
-1.983703,0.000000
0.000000,0.000000
0.557805,0.000000
5.663104,0.000000
0.047094,0.000000
5.378878,0.000000
-4.585273,0.000000
-8.874735,0.000000
0.000000,0.000000
0.373044,0.000000
0.692272,0.000000
9.993269,0.000000
8.111102,0.000000
-3.320584,0.000000
-7.566973,0.000000
