a,pit_stop
9.473165,0.000000
7.161502,0.000000
8.180493,0.000000
4.674600,0.000000
-0.896492,0.000000
-4.041990,0.000000
-6.770638,0.000000
-8.666287,0.000000
0.000000,0.000000
7.979368,0.000000
3.304293,0.000000
-2.141519,0.000000
-5.772687,0.000000
-8.458857,0.000000
0.000000,0.000000
9.000223,0.000000
5.703492,0.000000
1.087964,0.000000
-1.083477,0.000000
-2.221411,0.000000
0.000000,0.000000
3.504989,0.000000
-0.035150,0.000000
0.000000,0.000000
4.723637,0.000000
-0.632292,0.000000
-3.867750,0.000000
-6.894717,0.000000
-9.053963,0.000000
0.000000,0.000000
6.963599,0.000000
-0.686414,0.000000
-4.632823,0.000000
0.000000,0.000000
0.592437,0.000000
-4.414527,0.000000
0.000000,0.000000
6.938325,0.000000
-1.618544,0.000000
-6.387369,0.000000
0.000000,0.000000
9.196283,0.000000
5.646667,0.000000
-0.596935,0.000000
-2.968311,0.000000
-5.328425,0.000000
0.000000,0.000000
6.052779,0.000000
0.597231,0.000000
0.000000,0.000000
9.999980,0.000000
9.740088,0.000000
8.850572,0.000000
7.185760,0.000000
4.651798,0.000000
1.430985,0.000000
-1.275875,0.000000
-3.358205,0.000000
-5.364033,0.000000
-7.068388,0.000000
-8.156027,0.000000
-7.495464,0.000000
-8.511323,0.000000
0.000000,0.000000
5.444563,0.000000
-0.613078,0.000000
-4.181853,0.000000
-7.133949,0.000000
0.000000,0.000000
9.530907,0.000000
7.415370,0.000000
2.810254,0.000000
-1.887777,0.000000
-5.040584,0.000000
-7.285573,0.000000
0.000000,0.000000
9.978844,0.000000
9.019978,0.000000
6.977669,0.000000
3.105318,0.000000
-1.088177,0.000000
-3.797888,0.000000
-6.204527,0.000000
-8.083264,0.000000
-9.300839,0.000000
-1.219948,0.000000
-2.584154,0.000000
0.000000,0.000000
2.870252,0.000000
9.670634,0.000000
8.203253,0.000000
4.923935,0.000000
-0.305103,0.000000
-3.217206,0.000000
-5.932027,0.000000
-8.058436,0.000000
-9.464462,0.000000
0.000000,0.000000
6.436753,0.000000
0.403709,0.000000
-3.013572,0.000000
0.000000,0.000000
7.538460,0.000000
5.491400,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.851236,0.000000
9.453345,0.000000
8.894774,0.000000
7.945841,0.000000
6.504849,0.000000
4.534886,0.000000
2.102569,0.000000
-0.396847,0.000000
-1.905248,0.000000
-3.343527,0.000000
-4.694860,0.000000
-5.913851,0.000000
-6.960754,0.000000
-7.801290,0.000000
-8.394364,0.000000
-8.855210,0.000000
-6.402329,0.000000
-6.879844,0.000000
-7.342810,0.000000
-7.842442,0.000000
-8.340226,0.000000
-8.899495,0.000000
-9.476795,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-1.262512,0.000000
-2.780009,0.000000
0.000000,0.000000
-0.431633,0.000000
0.000000,0.000000
1.839011,0.000000
7.957339,0.000000
8.850348,0.000000
6.240743,0.000000
1.399846,0.000000
-2.443197,0.000000
-5.411273,0.000000
-7.778471,0.000000
-9.334499,0.000000
0.000000,0.000000
-0.845951,0.000000
-2.626110,0.000000
0.000000,0.000000
9.660644,0.000000
7.649302,0.000000
3.133712,0.000000
-1.667089,0.000000
-4.798798,0.000000
-7.386161,0.000000
-9.315448,0.000000
0.000000,0.000000
0.972860,0.000000
7.690999,0.000000
5.948771,0.000000
-0.433784,0.000000
-3.363786,0.000000
-4.914288,0.000000
-0.865944,0.000000
-0.833100,0.000000
-0.706156,0.000000
-2.901723,0.000000
0.000000,0.000000
4.244587,0.000000
