a,pit_stop
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.540911,0.000000
8.987741,0.000000
8.476428,0.000000
7.953493,0.000000
7.455506,0.000000
6.945961,0.000000
6.417979,0.000000
5.843653,0.000000
5.223668,0.000000
4.563497,0.000000
3.867349,0.000000
3.138891,0.000000
2.382151,0.000000
1.602185,0.000000
0.805495,0.000000
-0.321995,0.000000
-0.782973,0.000000
-1.267130,0.000000
-1.776730,0.000000
-2.301798,0.000000
-2.834508,0.000000
-3.368193,0.000000
-3.896950,0.000000
-4.415276,0.000000
-4.917615,0.000000
-5.397921,0.000000
-5.854958,0.000000
-6.320952,0.000000
-6.777984,0.000000
-7.287672,0.000000
-7.762269,0.000000
-8.276137,0.000000
-8.772403,0.000000
-9.325546,0.000000
0.000000,0.000000
6.659296,0.000000
6.090184,0.000000
5.501238,0.000000
4.690273,0.000000
3.693502,0.000000
2.549910,0.000000
1.302273,0.000000
-0.367619,0.000000
-1.129040,0.000000
-1.939792,0.000000
-2.780013,0.000000
-3.622240,0.000000
-4.445023,0.000000
-5.231254,0.000000
-5.967151,0.000000
-6.641601,0.000000
-7.242025,0.000000
-7.850501,0.000000
-8.484872,0.000000
-9.163627,0.000000
-9.853868,0.000000
0.000000,0.000000
8.131764,0.000000
7.354632,0.000000
6.637437,0.000000
5.938076,0.000000
5.209796,0.000000
4.363679,0.000000
3.400953,0.000000
2.312978,0.000000
1.059798,0.000000
-0.550813,0.000000
-1.376230,0.000000
-2.223702,0.000000
-3.103896,0.000000
-3.995252,0.000000
-4.869360,0.000000
-5.695450,0.000000
-6.443760,0.000000
-7.127236,0.000000
-7.864078,0.000000
-8.627588,0.000000
0.000000,0.000000
1.857741,0.000000
0.992281,0.000000
0.129342,0.000000
-0.824147,0.000000
-1.658633,0.000000
-2.510221,0.000000
0.000000,0.000000
7.325220,0.000000
6.467601,0.000000
5.551758,0.000000
4.414942,0.000000
3.200430,0.000000
2.028689,0.000000
0.968512,0.000000
-0.264486,0.000000
-0.928917,0.000000
-1.587046,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.854809,0.000000
9.280407,0.000000
8.702970,0.000000
8.149865,0.000000
7.614804,0.000000
6.985292,0.000000
6.262921,0.000000
5.446710,0.000000
4.538731,0.000000
3.541052,0.000000
2.452004,0.000000
1.266910,0.000000
-0.004363,0.000000
-0.756116,0.000000
-1.503812,0.000000
-2.247973,0.000000
-2.982183,0.000000
-3.701313,0.000000
-4.399466,0.000000
-5.070033,0.000000
-5.705869,0.000000
-6.298865,0.000000
-6.841654,0.000000
-7.349265,0.000000
-7.877512,0.000000
-8.420484,0.000000
-8.971094,0.000000
-9.550672,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
0.000000,0.000000
5.866854,0.000000
4.875798,0.000000
3.505487,0.000000
1.822658,0.000000
-0.779376,0.000000
-1.763842,0.000000
-2.666312,0.000000
-3.541854,0.000000
-4.455302,0.000000
0.000000,0.000000
8.667359,0.000000
7.761760,0.000000
6.887697,0.000000
5.811149,0.000000
4.620388,0.000000
3.397220,0.000000
2.206992,0.000000
1.090932,0.000000
0.170100,0.000000
-0.631015,0.000000
-1.274660,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.644673,0.000000
9.127909,0.000000
8.599053,0.000000
8.104810,0.000000
7.573062,0.000000
7.077597,0.000000
6.591889,0.000000
6.128064,0.000000
5.640303,0.000000
5.146305,0.000000
4.659375,0.000000
4.192499,0.000000
3.753138,0.000000
3.314094,0.000000
2.876982,0.000000
2.445133,0.000000
2.023082,0.000000
1.629487,0.000000
1.203388,0.000000
0.832736,0.000000
0.413385,0.000000
0.026436,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-0.261137,0.000000
-0.642510,0.000000
-1.049202,0.000000
-1.403146,0.000000
-1.807729,0.000000
-2.162759,0.000000
-2.570624,0.000000
-2.931259,0.000000
-3.345007,0.000000
-3.713388,0.000000
-4.134869,0.000000
-4.512207,0.000000
-4.937698,0.000000
-5.333477,0.000000
-5.782694,0.000000
-6.194456,0.000000
-6.642354,0.000000
-7.063734,0.000000
-7.560677,0.000000
-8.013454,0.000000
-8.500008,0.000000
-9.002139,0.000000
-9.520821,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-9.999980,0.000000
-5.457503,0.000000
-6.232798,0.000000
-7.067405,0.000000
-7.992563,0.000000
-9.043468,0.000000
0.000000,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.999980,0.000000
9.870701,0.000000
9.278526,0.000000
8.753093,0.000000
8.186092,0.000000
7.649339,0.000000
7.070738,0.000000
6.393262,0.000000
5.626609,0.000000
4.770677,0.000000
3.825343,0.000000
2.788772,0.000000
1.658636,0.000000
0.492933,0.000000
