a,pit_stop
10.000000,0.000000
-3.973423,0.000000
14.922045,0.000000
7.272210,0.000000
-6.558337,0.000000
-6.503049,0.000000
6.427174,0.000000
3.913100,0.000000
18.382905,0.000000
11.121636,0.000000
4.195790,0.000000
-1.136213,0.000000
-4.043995,0.000000
-5.144216,0.000000
-4.330394,0.000000
-1.857393,0.000000
1.767836,0.000000
4.955537,0.000000
5.207559,0.000000
3.531187,0.000000
0.901055,0.000000
-1.532098,0.000000
-3.257754,0.000000
-4.348525,0.000000
-4.346663,0.000000
-3.103027,0.000000
-1.547383,0.000000
-0.623168,0.000000
0.195229,0.000000
1.286540,0.000000
1.027008,0.000000
-0.027810,0.000000
-0.542206,0.000000
-0.290319,0.000000
1.139452,0.000000
2.247412,0.000000
2.431785,0.000000
1.800771,0.000000
0.846116,0.000000
-0.040533,0.000000
-0.505139,0.000000
-0.738596,0.000000
-0.692199,0.000000
-0.242300,0.000000
1.112792,0.000000
2.668042,0.000000
3.068068,0.000000
2.303536,0.000000
1.156356,0.000000
0.272593,0.000000
-0.225848,0.000000
-0.332741,0.000000
-0.081925,0.000000
1.018678,0.000000
2.985409,0.000000
4.993285,0.000000
5.817291,0.000000
5.092021,0.000000
3.137047,0.000000
0.984565,0.000000
-1.838606,0.000000
-3.816980,0.000000
-5.214758,0.000000
-5.674249,0.000000
-4.921257,0.000000
-3.037091,0.000000
-0.976774,0.000000
0.076552,0.000000
-0.844376,0.000000
-2.284215,0.000000
-3.553366,0.000000
-3.763502,0.000000
-2.265255,0.000000
1.431222,0.000000
4.898149,0.000000
6.288088,0.000000
5.262280,0.000000
2.859498,0.000000
0.452649,0.000000
-1.156630,0.000000
-1.501685,0.000000
-0.895539,0.000000
0.279513,0.000000
0.594868,0.000000
0.200541,0.000000
-0.849078,0.000000
-1.658450,0.000000
-2.186505,0.000000
-2.459000,0.000000
-2.624079,0.000000
-2.717361,0.000000
-2.532582,0.000000
-1.689679,0.000000
0.062651,0.000000
3.024318,0.000000
4.807411,0.000000
4.477685,0.000000
2.578256,0.000000
0.099901,0.000000
-1.520004,0.000000
-2.084364,0.000000
-1.236912,0.000000
1.051562,0.000000
2.822278,0.000000
3.486122,0.000000
2.960395,0.000000
1.673408,0.000000
-0.091295,0.000000
-1.653524,0.000000
-3.140455,0.000000
-4.221617,0.000000
-4.613983,0.000000
-4.667710,0.000000
-2.838279,0.000000
0.195861,0.000000
1.713615,0.000000
1.856745,0.000000
1.128713,0.000000
-0.385360,0.000000
-3.156034,0.000000
-6.460095,0.000000
-9.115364,0.000000
-5.446199,0.000000
3.135534,0.000000
-1.527127,0.000000
2.424458,0.000000
8.714850,0.000000
6.127597,0.000000
2.607839,0.000000
1.543321,0.000000
3.710535,0.000000
5.995851,0.000000
5.053403,0.000000
2.250314,0.000000
-1.189713,0.000000
-4.117773,0.000000
-5.249301,0.000000
-4.551281,0.000000
-2.115666,0.000000
0.973648,0.000000
1.951169,0.000000
1.625825,0.000000
2.039991,0.000000
2.969245,0.000000
3.199309,0.000000
2.171408,0.000000
0.470062,0.000000
-1.628567,0.000000
-2.667785,0.000000
-3.731462,0.000000
-5.279562,0.000000
-6.012181,0.000000
-5.425788,0.000000
-0.997331,0.000000
1.671433,0.000000
2.121627,0.000000
1.790081,0.000000
-1.346440,0.000000
-4.470432,0.000000
-5.861519,0.000000
-3.127490,0.000000
-8.039497,0.000000
3.358550,0.000000
0.951840,0.000000
-14.162856,0.000000
12.554005,0.000000
-7.963744,0.000000
7.441746,0.000000
-0.580977,0.000000
8.704182,0.000000
12.754830,0.000000
9.331261,0.000000
4.963094,0.000000
1.781820,0.000000
0.505430,0.000000
-0.133959,0.000000
-1.219262,0.000000
-2.395739,0.000000
-4.499879,0.000000
-6.726545,0.000000
-7.766329,0.000000
-6.357365,0.000000
-2.488292,0.000000
-2.839289,0.000000
-3.430190,0.000000
-0.938292,0.000000
14.040995,0.000000
6.699304,0.000000
-0.190534,0.000000
-4.696563,0.000000
-8.286641,0.000000
2.101255,0.000000
-0.848035,0.000000
-6.048495,0.000000
1.065223,0.000000
-9.354909,0.000000
6.388022,0.000000
-2.017138,0.000000
-10.888359,0.000000
-1.675296,0.000000
13.600937,0.000000
3.305127,0.000000
-10.574849,0.000000
-0.344219,0.000000
7.350021,0.000000
2.238104,0.000000
6.917042,0.000000
0.442617,0.000000
-2.300737,0.000000
-3.570598,0.000000
-5.443786,0.000000
9.187196,0.000000
0.951251,0.000000
-6.309412,0.000000
-17.701455,0.000000
26.924420,0.000000
10.106131,0.000000
2.040993,0.000000
-2.690082,0.000000
-4.047837,0.000000
-1.008880,0.000000
3.399954,0.000000
5.553038,0.000000
5.015841,0.000000
1.892160,0.000000
-2.869391,0.000000
-5.639650,0.000000
-5.405493,0.000000
1.047581,0.000000
0.345176,0.000000
-2.191172,0.000000
-2.561381,0.000000
-1.162769,0.000000
-0.620713,0.000000
-3.106309,0.000000
-4.868777,0.000000
2.734900,0.000000
1.843824,0.000000
-2.519901,0.000000
-14.513765,0.000000
16.650716,0.000000
2.129163,0.000000
-6.947050,0.000000
-16.653836,0.000000
-0.532088,0.000000
3.663712,0.000000
6.371429,0.000000
9.907744,0.000000
-0.226194,0.000000
-5.741706,0.000000
3.797764,0.000000
1.467070,0.000000
-1.831535,0.000000
4.405838,0.000000
-1.087391,0.000000
-6.947492,0.000000
0.462024,0.000000
-3.800693,0.000000
13.468798,0.000000
-1.005150,0.000000
-12.907009,0.000000
-2.382963,0.000000
-10.958906,0.000000
17.816025,0.000000
5.894920,0.000000
3.520488,0.000000
1.669534,0.000000
3.989198,0.000000
5.311540,0.000000
4.396152,0.000000
0.588963,0.000000
-2.020671,0.000000
-3.073457,0.000000
-2.796678,0.000000
-2.571215,0.000000
-4.217498,0.000000
-2.608868,0.000000
1.860349,0.000000
-0.179907,0.000000
-2.010725,0.000000
-5.986152,0.000000
-3.212941,0.000000
-1.292512,0.000000
2.753267,0.000000
4.031400,0.000000
-9.793421,0.000000
9.969051,0.000000
-3.593405,0.000000
7.679135,0.000000
6.870378,0.000000
7.475419,0.000000
5.275853,0.000000
1.857264,0.000000
0.465073,0.000000
1.592020,0.000000
3.853362,0.000000
3.396561,0.000000
0.635360,0.000000
-3.940848,0.000000
-7.201642,0.000000
-9.298255,0.000000
-8.543746,0.000000
-3.868803,0.000000
0.803399,0.000000
-1.893832,0.000000
2.082311,0.000000
1.554836,0.000000
-0.084953,0.000000
-4.600588,0.000000
-11.582978,0.000000
-6.099350,0.000000
6.327466,0.000000
-8.210397,0.000000
7.057612,0.000000
-10.355637,0.000000
3.914887,0.000000
-2.802407,0.000000
17.342229,0.000000
-1.822638,0.000000
-7.691886,0.000000
13.149313,0.000000
-2.662470,0.000000
-0.471114,0.000000
2.991290,0.000000
8.138420,0.000000
2.242398,0.000000
0.754907,0.000000
5.517614,0.000000
7.672875,0.000000
6.730240,0.000000
3.886179,0.000000
-0.598250,0.000000
-4.353826,0.000000
-7.263812,0.000000
-8.536552,0.000000
-6.522795,0.000000
-3.131826,0.000000
-1.943433,0.000000
-0.841761,0.000000
2.939560,0.000000
0.571110,0.000000
2.523914,0.000000
8.433276,0.000000
7.484404,0.000000
4.739292,0.000000
2.188251,0.000000
-0.745966,0.000000
-3.319379,0.000000
-3.805853,0.000000
-3.409699,0.000000
-3.822305,0.000000
-5.413413,0.000000
-6.677601,0.000000
0.645965,0.000000
-2.375595,0.000000
-5.871288,0.000000
12.036347,0.000000
1.480965,0.000000
-7.013469,0.000000
-8.847791,0.000000
1.542910,0.000000
-13.641292,0.000000
20.292769,0.000000
17.150030,0.000000
7.838527,0.000000
-2.589651,0.000000
-9.398143,0.000000
-12.089256,0.000000
-0.022405,0.000000
-0.237999,0.000000
-0.759417,0.000000
0.327186,0.000000
6.511642,0.000000
6.098661,0.000000
4.284768,0.000000
2.235143,0.000000
0.402774,0.000000
-0.189145,0.000000
0.604653,0.000000
2.723157,0.000000
4.233840,0.000000
3.872914,0.000000
2.759144,0.000000
1.060366,0.000000
-1.761447,0.000000
-3.080636,0.000000
-3.843217,0.000000
-4.853399,0.000000
-4.398433,0.000000
-3.419258,0.000000
-2.350419,0.000000
-0.914613,0.000000
1.700181,0.000000
2.741678,0.000000
3.940558,0.000000
5.626043,0.000000
6.445875,0.000000
5.743175,0.000000
3.789244,0.000000
1.456064,0.000000
-1.302580,0.000000
-3.283271,0.000000
-4.762689,0.000000
-5.425128,0.000000
-5.046739,0.000000
-3.665153,0.000000
-1.923083,0.000000
-0.678855,0.000000
0.126646,0.000000
0.786660,0.000000
1.240085,0.000000
1.392091,0.000000
1.974559,0.000000
3.475104,0.000000
4.956517,0.000000
5.112772,0.000000
3.807281,0.000000
1.785416,0.000000
-0.465668,0.000000
-1.797373,0.000000
-2.397560,0.000000
-2.194288,0.000000
-1.475665,0.000000
-0.631340,0.000000
0.434617,0.000000
1.832379,0.000000
3.758094,0.000000
5.290324,0.000000
5.557637,0.000000
4.382076,0.000000
2.274635,0.000000
-0.533616,0.000000
-2.887188,0.000000
-5.248988,0.000000
-6.651716,0.000000
-7.164463,0.000000
-6.479592,0.000000
-4.694302,0.000000
-2.837712,0.000000
-2.262023,0.000000
-1.532295,0.000000
-0.015695,0.000000
0.992352,0.000000
2.625950,0.000000
4.885333,0.000000
6.283030,0.000000
5.822525,0.000000
3.759632,0.000000
1.037357,0.000000
-2.023604,0.000000
-4.292430,0.000000
-5.675956,0.000000
-5.080867,0.000000
-2.352708,0.000000
2.001144,0.000000
2.774860,0.000000
1.230356,0.000000
-0.344498,0.000000
-0.302364,0.000000
0.586948,0.000000
-0.983914,0.000000
-4.798802,0.000000
-8.956647,0.000000
-9.946378,0.000000
2.062044,0.000000
-3.501618,0.000000
-8.438980,0.000000
6.360928,0.000000
-2.411650,0.000000
-6.114550,0.000000
4.131018,0.000000
2.591169,0.000000
-2.021544,0.000000
14.467404,0.000000
7.242081,0.000000
1.312872,0.000000
-2.275091,0.000000
-3.268449,0.000000
-0.317540,0.000000
7.333218,0.000000
8.427190,0.000000
6.707850,0.000000
3.832482,0.000000
